TITLE	WT-TTR. Gdn Unfold. 990710
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	100/01/11
TIME	15:35:13
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-0.5
XUNITS	
YUNITS	
1.00000
1.00000
FIRSTX	430.0000
LASTX	200.0000
NPOINTS	461
FIRSTY	461
MAXY	-0.00034
MINY	-0.01373
318.5000	-4.03085E-04
318.0000	-3.82502E-04
317.5000	-3.71672E-04
317.0000	-3.67063E-04
316.5000	-3.6447E-04
316.0000	-3.72943E-04
315.5000	-3.70579E-04
315.0000	-3.74453E-04
314.5000	-3.70696E-04
314.0000	-3.66177E-04
313.5000	-3.67281E-04
313.0000	-3.65684E-04
312.5000	-3.62617E-04
312.0000	-3.60885E-04
311.5000	-3.49791E-04
311.0000	-3.46843E-04
310.5000	-3.42438E-04
310.0000	-3.46698E-04
309.5000	-3.54144E-04
309.0000	-3.54576E-04
308.5000	-3.56661E-04
308.0000	-3.56223E-04
307.5000	-3.53855E-04
307.0000	-3.55084E-04
306.5000	-3.59324E-04
306.0000	-3.65372E-04
305.5000	-3.68181E-04
305.0000	-3.76023E-04
304.5000	-3.80802E-04
304.0000	-3.91553E-04
303.5000	-4.02304E-04
303.0000	-4.26628E-04
302.5000	-4.55235E-04
302.0000	-4.87939E-04
301.5000	-5.2706E-04
301.0000	-5.67637E-04
300.5000	-6.07172E-04
300.0000	-6.50434E-04
299.5000	-7.01064E-04
299.0000	-7.67391E-04
298.5000	-8.27704E-04
298.0000	-9.11604E-04
297.5000	-9.93149E-04
297.0000	-0.00108054
296.5000	-0.00117818
296.0000	-0.00128165
295.5000	-0.00139679
295.0000	-0.00151912
294.5000	-0.00163522
294.0000	-0.00178619
293.5000	-0.00193716
293.0000	-0.00210285
292.5000	-0.00228107
292.0000	-0.00245159
291.5000	-0.00261478
291.0000	-0.00278658
290.5000	-0.00296834
290.0000	-0.0031563
289.5000	-0.0033451
289.0000	-0.00353908
288.5000	-0.00373658
288.0000	-0.00394257
287.5000	-0.00415113
287.0000	-0.00436387
286.5000	-0.00457948
286.0000	-0.00479614
285.5000	-0.00503265
285.0000	-0.00526893
284.5000	-0.00550984
284.0000	-0.00574484
283.5000	-0.00596781
283.0000	-0.0061736
282.5000	-0.00638513
282.0000	-0.00658388
281.5000	-0.00678507
281.0000	-0.00700422
280.5000	-0.00720938
280.0000	-0.00742585
279.5000	-0.00763595
279.0000	-0.00783244
278.5000	-0.0080356
278.0000	-0.00822869
277.5000	-0.00840752
277.0000	-0.00858825
276.5000	-0.00875997
276.0000	-0.0089506
275.5000	-0.00914832
275.0000	-0.00932931
274.5000	-0.00952691
274.0000	-0.0097112
273.5000	-0.00990158
273.0000	-0.0100742
272.5000	-0.0102445
272.0000	-0.0104206
271.5000	-0.010583
271.0000	-0.0107601
270.5000	-0.0109581
270.0000	-0.0111231
269.5000	-0.0112615
269.0000	-0.0114325
268.5000	-0.0115948
268.0000	-0.0117512
267.5000	-0.0119474
267.0000	-0.0121334
266.5000	-0.0122964
266.0000	-0.012453
265.5000	-0.0125906
265.0000	-0.0127407
264.5000	-0.0128867
264.0000	-0.013045
263.5000	-0.0131645
263.0000	-0.0132769
262.5000	-0.0133611
262.0000	-0.0134579
261.5000	-0.01353
261.0000	-0.0136044
260.5000	-0.0136379
260.0000	-0.0136535
259.5000	-0.0136874
259.0000	-0.0137318
258.5000	-0.0137253
258.0000	-0.0137198
257.5000	-0.0136739
257.0000	-0.0136435
256.5000	-0.0135647
256.0000	-0.0135292
255.5000	-0.013504
255.0000	-0.0134525
254.5000	-0.0134054
254.0000	-0.0133318
253.5000	-0.0132112
253.0000	-0.0130755
252.5000	-0.0129513
252.0000	-0.0127976
251.5000	-0.0126225
251.0000	-0.0124182
250.5000	-0.0122058
250.0000	-0.0119561
249.5000	-0.0117216
249.0000	-0.0115037
248.5000	-0.0112601
248.0000	-0.0110179
247.5000	-0.0107569
247.0000	-0.0104506
246.5000	-0.0101755
246.0000	-0.00990535
245.5000	-0.00961999
245.0000	-0.00934232
244.5000	-0.00907594
244.0000	-0.00878419
243.5000	-0.00852021
243.0000	-0.00826916
242.5000	-0.00801948
242.0000	-0.007768
241.5000	-0.00751186
241.0000	-0.00725182
240.5000	-0.00698609
240.0000	-0.00673728
239.5000	-0.00652214
239.0000	-0.00630011
238.5000	-0.00609966
238.0000	-0.00589066
237.5000	-0.00566776
237.0000	-0.00546263
236.5000	-0.00526481
236.0000	-0.00507153
235.5000	-0.00488804
235.0000	-0.00472928
234.5000	-0.00458048
234.0000	-0.00444997
233.5000	-0.00433657
233.0000	-0.00423073
232.5000	-0.00412972
232.0000	-0.00405469
231.5000	-0.0039894
231.0000	-0.00392977
230.5000	-0.00387327
230.0000	-0.00382111
229.5000	-0.00380626
229.0000	-0.00379286
228.5000	-0.00380872
228.0000	-0.00383694
227.5000	-0.00385152
227.0000	-0.00388484
226.5000	-0.00391346
226.0000	-0.00391164
225.5000	-0.00394279
225.0000	-0.00400262
224.5000	-0.00406895
224.0000	-0.00417425
223.5000	-0.00428972
223.0000	-0.00437663
222.5000	-0.00448636
222.0000	-0.00462521
221.5000	-0.00473518
221.0000	-0.00488322
220.5000	-0.00503765
220.0000	-0.00520258
219.5000	-0.00537948
219.0000	-0.00555734
218.5000	-0.00572704
218.0000	-0.00589634
217.5000	-0.00608183
217.0000	-0.00627001
216.5000	-0.00648582
216.0000	-0.00668572
215.5000	-0.00687623
215.0000	-0.00707497
214.5000	-0.00726318
214.0000	-0.00741942
213.5000	-0.00759792
213.0000	-0.00778706
212.5000	-0.00792874
212.0000	-0.00809938
211.5000	-0.00826432
211.0000	-0.0084154
210.5000	-0.00858987
210.0000	-0.00874824
209.5000	-0.0088756
209.0000	-0.00902426
208.5000	-0.00916606
208.0000	-0.00928534
207.5000	-0.00943698
207.0000	-0.00954953
206.5000	-0.00964326
206.0000	-0.00973883
205.5000	-0.00984227
205.0000	-0.00998966
204.5000	-0.0100913
204.0000	-0.0101674
203.5000	-0.010259
203.0000	-0.0103362
202.5000	-0.0104403
202.0000	-0.0105348
201.5000	-0.0106348
201.0000	-0.0107166
200.5000	-0.010797
200.0000	-0.0108469
